Weight,Item
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You harvested a Raw Bird Thigh <:Raw_Bird_Thigh:744755927114186842>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You harvested a Raw Meat <:Raw_Meat:744755927139352587>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You harvested a Raw Prime Meat <:Raw_Prime_Meat:744755927613308938>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Razorclaw Crab <:Crab_Razorclaw:744756092935864330>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You foraged a Razorshroom <:Shroom_Razor:744756624429940798>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Restless Cricket <:Restless_Cricket:744755645219340300>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Rock Salt <:Rock_Salt:744752642349203489>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Rugged Rhino Beetle <:Rhino_Beetle_Rugged:744755646066458685>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Silent Princess <:Silent_Princess:744756172220792878>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Silver Dust <:silver_dust:935601947816370226>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Sneaky River Snail <:Snail_Sneaky_River:744756094337024091>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Spider Silk <:Spider_Silk:938273747469762630>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Starry Firefly <:starry_firefly:938297694361886761>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Sunset Firefly <:Sunset_Firefly:744755646343151646>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Swift Carrot <:Carrot_Swift:744756613793185873>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Thornberry <:Thornberry:938273747503300638>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Thunderwing Butterfly <:Butterfly_Thunderwing:744755644371959822>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Tireless Frog <:Frog_Tireless:744756093846159512>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Voltfruit <:Voltfruit:744756624966680697>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Wood <:Item_Wood:744752612339089479>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Woodland Rhino Beetle <:woodland_rhino_beetle:938298181513515058>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
5,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You foraged a Zapshroom <:Shroom_Zap:744756624932995173>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You got a Tree Branch <:Tree_Branch:938167623919747122>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated a Ancient Core <:Ancient_Core:744752390552420413>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Armored Carp <:Carp_Armored:744755869178396732>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Armored Porgy <:Porgy_Armored:744755870126047288>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Cotton <:Cotton:938273747641700383>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Hearty Bass <:Bass_Hearty:744755868762898532>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Hylian Tomato <:Hylian_Tomato:1199966847475404873>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Hyrule Bass <:Hyrule_Bass:744755870226841660>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You got a Korok Leaf <:Korok_Leaf:938167742203314227>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Luminous Stone <:Gem_Luminous_Stone:938243012545363978>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Mighty Carp <:Carp_Mighty:744755869400432691>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Mighty Porgy <:Porgy_Mighty:744755870205739069>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You harvested a Raw Gourmet Meat <:Raw_Gourmet_Meat:744755927240147055>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You harvested a Raw Whole Bird <:Raw_Whole_Bird:744755927827218433>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Sanke Carp <:Carp_Sanke:744755869584982077>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Staminoka Bass <:Bass_Staminoka:744755868821618790>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Sticky Lizard <:Sticky_Lizard:1198942235765522544>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
4,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Voltfin Trout <:Trout_Voltfin:744755871422349422>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Silver Thread <:Silver_Thread:938273747545231360>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Amethyst <:Gem_Amethyst:938242921210196018>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You foraged a Brightcap <:Brightcap:1199962145387991110>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Dazzlefruit <:Dazzlefruit:1199963157003763782>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Ice Fruit <:Ice_Fruit:1199967006020079667>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Leather <:leather:934905096435802132>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Opal <:Gem_Opal:744752572899786813>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You won a Rugged Horn <:Rugged_Horn:938273747994042418>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You picked a Shock Fruit <:Shock_Fruit:1199968734777987152>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Sticky Frog <:Sticky_Frog:1199969092581466213>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You foraged a Sweet Shroom <:Sweet_Shroom:938273747499106355>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Zora Scale <:Zora_Scale:938273747843047474>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Silk <:Silk:938273747545251860>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Cucco Feathers <:Cucco_Feathers:938273747452981259>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Monster Fur <:Monster_Fur:938273747973046282>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Papyrus <:Papyrus:938273747679465494>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
3,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You won a Spider's Eye <:Spider_Eye:938273747654299668>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Blight Geodes <:blight_geode:938297694059905055>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Crystal Skull <:Crystal_Skull:938273747968852038>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Diamond <:Gem_Diamond:744752572585345054>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Emerald <:gem_emerald:934905147518230659>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Fabled Butterfly <:Fabled_Butterfly:938273747931119626>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Golden Insect <:Golden_Insect:938273747675258894>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You caught a Mock Fairy <:Mockfairy:938273747218083870>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Sapphire <:Gem_Sapphire:744752573680058449>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You excavated Topaz <:Gem_Topaz:744752573696704525>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
2,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ```
You found a Wool <:Wool:938273747624927232>
```ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ"
